CSEM      
1 64        
1         1         -2.100000e+00  -2.100000e+00  
5
1 2 3 4 5 
12
2.500000e-01   -9.184507e-13  1.429500e-11   4.250114e-11   -2.130703e-12  -8.874817e-09  -1.555430e-09  -2.077751e-09  5.150982e-10   -4.581830e-09  -2.088853e-09  1.432447e-13   1.432447e-13   4.255452e-13   4.255452e-13   9.010091e-11   9.010091e-11   2.140648e-11   2.140648e-11   5.035521e-11   5.035521e-11   
5.000000e-01   -1.001632e-11  1.467269e-11   4.390716e-11   -5.074183e-12  -8.045683e-09  -2.284040e-09  -2.349457e-09  7.429077e-11   -3.339788e-09  -2.471521e-09  1.776554e-13   1.776554e-13   4.419939e-13   4.419939e-13   8.363603e-11   8.363603e-11   2.350631e-11   2.350631e-11   4.154829e-11   4.154829e-11   
1.000000e+00   -1.862437e-11  1.053945e-11   4.904069e-11   -6.789806e-12  -6.753609e-09  -2.977735e-09  -2.254764e-09  -4.630092e-10  -1.915338e-09  -2.466278e-09  2.139970e-13   2.139970e-13   4.950849e-13   4.950849e-13   7.380931e-11   7.380931e-11   2.301812e-11   2.301812e-11   3.122667e-11   3.122667e-11   
2.000000e+00   -2.208641e-11  2.561529e-12   5.381240e-11   -2.918546e-12  -4.953318e-09  -3.358835e-09  -1.796249e-09  -9.056798e-10  -5.715657e-10  -1.910050e-09  2.223445e-13   2.223445e-13   5.389149e-13   5.389149e-13   5.984742e-11   5.984742e-11   2.011658e-11   2.011658e-11   1.993735e-11   1.993735e-11   
4.000000e+00   -1.842721e-11  -2.276806e-12  5.280584e-11   1.850276e-12   -3.061453e-09  -2.951757e-09  -1.088054e-09  -9.767543e-10  7.549067e-11   -9.368583e-10  1.856733e-13   1.856733e-13   5.283825e-13   5.283825e-13   4.252689e-11   4.252689e-11   1.462160e-11   1.462160e-11   9.398948e-12   9.398948e-12   
8.000000e+00   -1.610700e-11  -1.263855e-12  5.022033e-11   3.047566e-12   -1.879392e-09  -2.083160e-09  -6.210732e-10  -6.899826e-10  3.989786e-11   -3.624386e-10  1.615651e-13   1.615651e-13   5.031271e-13   5.031271e-13   2.805650e-11   2.805650e-11   9.283361e-12   9.283361e-12   3.646280e-12   3.646280e-12   
1.600000e+01   -1.566839e-11  -1.289955e-12  4.796403e-11   3.564313e-12   -1.230616e-09  -1.424763e-09  -4.060185e-10  -4.678163e-10  1.041747e-11   -1.791834e-10  1.572140e-13   1.572140e-13   4.809628e-13   4.809628e-13   1.882648e-11   1.882648e-11   6.194377e-12   6.194377e-12   1.794860e-12   1.794860e-12   
3.200000e+01   -1.478758e-11  -7.519120e-13  4.549362e-11   2.250553e-12   -8.361162e-10  -9.352370e-10  -2.752413e-10  -3.052413e-10  9.944753e-13   -8.465410e-11  1.480668e-13   1.480668e-13   4.554925e-13   4.554925e-13   1.254495e-11   1.254495e-11   4.110110e-12   4.110110e-12   8.465994e-13   8.465994e-13   
6.400000e+01   -1.483950e-11  5.073436e-14   4.547730e-11   7.581755e-14   -6.152033e-10  -6.313473e-10  -2.040669e-10  -2.053535e-10  -3.348003e-12  -4.226016e-11  1.483959e-13   1.483959e-13   4.547736e-13   4.547736e-13   8.815183e-12   8.815183e-12   2.895054e-12   2.895054e-12   4.239257e-13   4.239257e-13   
1.280000e+02   -1.525274e-11  8.026529e-14   4.649665e-11   3.789388e-14   -4.402829e-10  -4.566153e-10  -1.476808e-10  -1.484681e-10  -3.561597e-12  -2.154208e-11  1.525295e-13   1.525295e-13   4.649667e-13   4.649667e-13   6.343079e-12   6.343079e-12   2.094096e-12   2.094096e-12   2.183452e-13   2.183452e-13   
2.560000e+02   -1.521724e-11  -6.488676e-14  4.618572e-11   4.274518e-13   -3.011816e-10  -3.235677e-10  -1.028074e-10  -1.058923e-10  -3.531988e-12  -1.072942e-11  1.521738e-13   1.521738e-13   4.618770e-13   4.618770e-13   4.420480e-12   4.420480e-12   1.475891e-12   1.475891e-12   1.129581e-13   1.129581e-13   
